product_title,original_price,price,sold,shipping_cost,shipping_type,discount_percent,total_cost,outliers_flag
"Elegant White Shoe Storage Cabinet, Space-Saving Solution with Cubbies for 36 Pairs, 13""D x 23.5"" W x 72.5"" H,Furniture",275.28,139.27,0.00,0.00,free shipping,0.494071507,139.27,OK
Makeup Vanity Table Set Glass Top Makeup Vanity Table With 10x Magnifying Mirror 3 Light Settings (Modern White) Furnitures Desk,355.38,207.23,4.00,0.00,free shipping,0.416877708,207.23,OK
"5 Pcs Patio Furniture Sets, Wicker Patio Furniture Set with Washable Cushions & Glass Coffee Table for Garden, Poolside",570.32,288.54,0.00,0.00,free shipping,0.494071507,288.54,OK
Sofas for Home Furniture Velvet Upholstered 2 Seater Couch with Square Arms and Tufted Back Sofa Living Room Sofas,255.27,129.15,3.00,0.00,free shipping,0.494071507,129.15,OK
"Side Table,Modern end Table,Metal nightstand,Bedside Tables,Accent Table with Storage for Living Room Bedroom entryway Couch",171.68,86.86,0.00,0.00,free shipping,0.494071507,86.86,OK
1: 12 Miniature Wooden Furniture: Wood Cabinet with Drawers Fairy Home Decoration Unpainted DIY Accessories,4.49,1.99,1.00,0.00,free shipping,0.556792873,1.99,OK
"Franklin 2 Drawers, Soft White Accent Table Bedroom Furniture Nightstands for Bedroom",160.14,81.02,0.00,0.00,free shipping,0.494071507,81.02,OK
Outdoor Furniture Sets Sectional PE Rattan Outdoor Furniture Patio Conversation Set with Cushions for Balcony Lawn and Garden,736.43,435.86,5.00,0.00,free shipping,0.408144698,435.86,OK
Sectional Couch W/Chaise Sleeper Sofa Chenille Small L Shape Sofa Couch Living Room Furniture Home,957.57,484.46,0.00,0.00,free shipping,0.494071507,484.46,OK
Gaming Desk White Modern Home Office Desk Table Computer Desks Gray Furniture Pliante Reading Room Study Accessories Laptop,323.01,163.42,5.00,0.00,free shipping,0.494071507,163.42,OK
Shoe Furniture Modern and Contemporary Transitional Natural Oak Finished Wood 1-Drawer Shoe Cabinet Free Shipping Organizer Room,204.34,103.38,4.00,0.00,free shipping,0.494071507,103.38,OK
"4-Piece Outdoor Patio Furniture Set,Wicker Rattan Sectional Sofa Couch with Glass Coffee Table|Black Easy Cleaning and Stronger",634.58,321.05,1.00,0.00,free shipping,0.494071507,321.05,OK
"8 Drawers Dresser for Bedroom, Kidsroom Furniture, Tall Chest Tower, Storage Organizer Units for Clothing, Closet, Fabric Bins",84.95,42.98,0.00,0.00,free shipping,0.494071507,42.98,OK
White Bright 4 Drawer Shoe Cabinet Shoe-shelf Furniture Shoes Organizer Shoerack Living Room Cabinets Rack Home,207.05,104.75,1.00,0.00,free shipping,0.494071507,104.75,OK
"Patio Furniture Outdoor Set, Terrace Sofa Set, All-weather PE Rattan with Padded Cushions, Garden Furniture Sets",665.74,393.44,16.00,0.00,free shipping,0.409018536,393.44,OK
"Patio Furniture Set, 7 Pieces Outdoor Patio Furniture with Dining Table&Chair, All Weather Wicker Conversation Set with Ottoman",766.37,387.73,1.00,0.00,free shipping,0.494071507,387.73,OK
3 Lighting Colors Home Furniture for Bedroom Makeup Vanity Desk With Lights and 4 Drawers Vanity Table Set Large Size 39.4in(L),359.62,181.94,0.00,0.00,free shipping,0.494071507,181.94,OK
"7 Pieces Patio Furniture Set, Outdoor Sectional Sofa Conversation Set, All Weather Wicker Rattan Couch Dining Table & Chair",855.81,432.98,1.00,0.00,free shipping,0.494071507,432.98,OK
"Sofa with 2 seats, Modern Velvet Sofa Accent Upholstered Settee, 2 Seater Small Loveseat for Small Spaces, Living Room Furniture",445.10,225.19,1.00,0.00,free shipping,0.494071507,225.19,OK
Adjustable Mid Back Mesh Swivel Office Chair With Armrests Black Computer Armchair Furniture Chairs Gaming Cheap Cushion,84.66,42.83,9.00,0.00,free shipping,0.494071507,42.83,OK
Sofa Futon - Premium Upholstery and Wooden Legs - Light Bluefreight Free Living Room Sofas Furniture Home,589.29,298.14,0.00,0.00,free shipping,0.494071507,298.14,OK
LED Nightstands Set of 2 Modern End Table with 2 Drawers End Tables for Living Room Bedroom furniture bedroom night stand,279.62,141.47,3.00,0.00,free shipping,0.494071507,141.47,OK
Night Stand Set 2 With Charging Station Furniture Black Nightstand Set of 2 With LED Lights Bedside Tables for the Bedroom Table,310.81,157.25,2.00,0.00,free shipping,0.494071507,157.25,OK
Patio Furniture Set 4-Piece Outdoor Rattan Wicker Sofa Set with Cushions & Coffee Table with Tempered Glass Table Top,670.25,339.10,0.00,0.00,free shipping,0.494071507,339.1,OK
"Safavieh Accent Chair, Normal, Camel",740.03,374.40,0.00,0.00,free shipping,0.494071507,374.4,OK
TV Stand With LED Ambient Lights Modern TVs Stand With Open Shelf Storage Cabinet for 62 Inch TVs Furniture White TV Stands,278.79,141.05,7.00,0.00,free shipping,0.494071507,141.05,OK
"6 Piece Patio Furniture Set, Outdoor Sectional Conversation Rattan Sofa Set with Ottoman and Outdoor Storage Table",664.09,335.98,6.00,0.00,free shipping,0.494071507,335.98,OK
"3 Pieces Patio Furniture Set Outdoor Conversation Textilene Fabric Chairs for Lawn, Garden, Balcony, Poolside",115.69,58.53,1.00,0.00,free shipping,0.494071507,58.53,OK
"Sausalito Chairs for Living Room Furniture, Reading, Arm, Comfy, Small Accent Bedroom, Velvet Pearl Beige",401.95,203.36,0.00,0.00,free shipping,0.494071507,203.36,OK
Contemporary Black/White Oval Glass Coffee Table with Round Hollow Base-Modern End Side Table for Home Living Room Furniture,361.59,182.94,5.00,0.00,free shipping,0.494071507,182.94,OK
Patio Furniture Set 4 Pieces Outdoor Rattan Chair Wicker Sofa Garden Conversation Bistro Sets for Yard patio furniture outdoor,244.15,135.61,31.00,0.00,free shipping,0.444562769,135.61,OK
"Wicker Patio Furniture Set for 4, Beige Cushions, Outdoor Modern Sectional Conversation Sofa Set for Deck",520.96,263.57,0.00,0.00,free shipping,0.494071507,263.57,OK
"Mid-Century Wood Shoe Cabinet in Walnut Brown, furniture , shoe cabinets",284.84,144.11,0.00,0.00,free shipping,0.494071507,144.11,OK
"3 Pieces Rocking Wicker Bistro Set, Patio Outdoor Furniture Conversation Sets with Porch Chairs and Glass Coffee Table, Beige",303.84,100.34,2.00,0.00,free shipping,0.6697604,100.34,OK
"7 Pieces Patio Furniture Set, Modular Patio Set Wicker Outdoor Sectional Sofa Set PE Rattan Wicker Patio Conversation Set",593.72,350.23,8.00,0.00,free shipping,0.410109142,350.23,OK
Adjustable Nightstand Table with 2 Drawers Bedroom Furniture Storage Chest Swivel Top Panel Movable Side Table E1 Grade Particle,116.50,58.94,1.00,0.00,free shipping,0.494071507,58.94,OK
31.5in(L)… Home Furniture Luxury Cute Vanity Makeup Table Vanity Desk With Mirror and Lights 3 Lighting Modes Dresser Furnitures,319.83,161.81,0.00,0.00,free shipping,0.494071507,161.81,OK
Coffee Table Room End Table With USB Ports and Outlets Living Room Furniture Luxury Center Tables for Rooms Furnitures,52.10,26.36,1.00,0.00,free shipping,0.494071507,26.36,OK
"Sofa Sets for Living Room 3 Piece, 1 Loveseat +2 Accent Chairs, Living Room Furniture Sets for Small Rooms, Sectional Sofa Couch",821.28,415.51,1.00,0.00,free shipping,0.494071507,415.51,OK
Makeup Table Makeup Vanity With Lights Make Up Table 2 Cabinets & Long Storage Shelf Furniture Bathroom 10 Led Lights White Desk,270.77,156.46,3.00,0.00,free shipping,0.422166414,156.46,OK
"Medicine Cabinet with Lights, 36×30 Inch Lighted Mirror, 2 Door Bathroom 2 Outlets &am",643.92,325.78,0.00,0.00,free shipping,0.494071507,325.78,OK
Metal Legs Recliner Sofa Living Room Black Sofaset Furniture for Living Room Sofas 2 Cup Holders Folding Sofa Beds Bed Home Lazy,279.55,141.43,29.00,0.00,free shipping,0.494071507,141.43,OK
"Pamapic Patio Furniture Set, 7 Pieces Modular Outdoor Sectional,Wicker Patio Sectional Sofa Conversation Set, Rattan Sofa",691.26,349.73,7.00,0.00,free shipping,0.494071507,349.73,OK
"Twin beds with pull-out rests, steel plate supports, height-adjustable beds, multifunctional furniture",219.54,111.07,7.00,0.00,free shipping,0.494071507,111.07,OK
"Mid-Century Oak Wood Nightstand with 2-Drawers, Small Side End Table with Storage, Suitable for Bedrooms and Living Rooms",596.37,301.72,0.00,0.00,free shipping,0.494071507,301.72,OK
Folding Adjustable Sex Chair Portable Elastic Furniture Sexual Positions Assistance Chair Bracket for Bedroom Bathroom,21.45,10.85,87.00,29.45,paid shipping,0.494071507,40.3,OK
"Wood Eugene Accent Table, Walnut Night Stand Furniture Bedroom Nightstand",94.50,47.81,2.00,0.00,free shipping,0.494071507,47.81,OK
Auto LED Nightstand With Wireless Charging Station & USB Ports Bedside Tables for the Bedroom Furniture Nightstands Mobile Home,232.01,117.38,21.00,0.00,free shipping,0.494071507,117.38,OK
Upgrade Large Version Mid-century Modern Lounge chair With ottoman genuine leather Walnut Black 38 Inch Height,1383.10,699.75,1.00,0.00,free shipping,0.494071507,699.75,OK
5 Drawer Dresser for Bedroom Vanity Desk White Living Room Make Up Table Hallway Toilet Furniture Makeup 27.6 in Furnitures Home,371.36,187.88,6.00,0.00,free shipping,0.494071507,187.88,OK
Nordic Coffee Table Luxury Bed Side Table Personality Outdoor Balcony Tables Minimalist Square Tea Tables Living Room Furniture,109.89,61.61,2.00,0.00,free shipping,0.439348439,61.61,OK
"Nightstand, 2 Drawer Dresser for Bedroom, End Tables with Fabric Storage Drawer, Small Furniture, Night Stand, Si",67.36,26.79,4.00,0.00,free shipping,0.602286223,26.79,OK
WARMHONIU Shoe Storage Bench with 2 Drawers & 2 Door Cabinet Entryway Bench with Shoe Storage Shoe Bench with Cushion,278.50,140.90,0.00,0.00,free shipping,0.494071507,140.9,OK
"7-Piece Patio Furniture Set, Wicker Outdoor Conversation Set with Washable Cushions and Glass Coffee Table, Brown",568.86,287.80,1.00,0.00,free shipping,0.494071507,287.8,OK
"Dining Table Set with Bench,3 Piece Modern Kitchen Table with Right Seat Corner Bench and Bench for Family Dining Room Furniture",1355.01,685.54,2.00,0.00,free shipping,0.494071507,685.54,OK
"Patio Furniture Set,4 Piece Garden Conversation Set, Outdoor Wicker Rattan Table and Chairs, Black Patio Set, Sectional Sofa",239.30,121.07,1.00,0.00,free shipping,0.494071507,121.07,OK
"Coffee Table, Accent Furniture for Living Room, Indoor, Home Décor w/Open Storage Shelf, Wood Grain Finish - Walnut",101.95,51.58,0.00,0.00,free shipping,0.494071507,51.58,OK
"Patio Furniture Set, 3Pc Outdoor Wicker with 3'' Thicken Cushion, Rattan Chair Conversation Sets with Glass Coffee Table",294.59,149.04,1.00,0.00,free shipping,0.494071507,149.04,OK
Smart Bedside Table Narrow Smart Nightstands Bedroom Furniture LED Ultra Narrow Smart Bedside Table with Wireless USB Charging,109.92,55.63,1.00,0.00,free shipping,0.493904658,55.63,OK
Carbon Black Furniture Bedroom Vanity Table With 4 Drawers and Cushioned Stool for Women Girls Vanity Desk Set With Large Mirror,362.30,183.30,1.00,0.00,free shipping,0.494071507,183.3,OK
Black Dining Chairs Set of 2 Round Upholstered Boucle Dining Room Chairs Mid-Century Modern Kitchen Chairs Curved,313.42,158.57,0.00,0.00,free shipping,0.494071507,158.57,OK
"Electric Standing Desk Adjustable Height, 48 * 24 Inch Sit Stand up Desk for Home Office Furniture Computer Desk",149.82,75.80,12.00,0.00,free shipping,0.494071507,75.8,OK
White Lacquer Dressing Table Bedroom Mirrors Drawer Toiletries Dressing Table Cabinets Living Room Penteadeira Bedroom Furniture,41.90,21.20,8.00,0.00,free shipping,0.494071507,21.2,OK
"Noise-Free King Size Bed Frame Heavy Duty Bed Frame With Faux Leather Headboard Bedroom Furniture 12"" Under-Bed Storage Black",232.54,117.65,0.00,0.00,free shipping,0.494071507,117.65,OK
"LED Nightstands Set of 2, Modern End Table with 2 Drawers, End Tables for Living Room Bedroom Grey",270.26,136.73,0.00,0.00,free shipping,0.494071507,136.73,OK
LED Bedside Table 2-piece Set Storage Locker Bedside Table With High-gloss Drawer Bedroom Use Furniture Home,197.66,100.00,2.00,0.00,free shipping,0.494071507,100,OK
"3 Pieces Patio Furniture PE Rattan Wicker Chair Conversation Set, 26.6x12.1x19.3 inches, Assemble Easily, Sturdy&Durable",171.57,86.80,18.00,0.00,free shipping,0.494071507,86.8,OK
Shoe Cabinet Boots Shoe Rack Space Saving Shoes Organizer Shoerack Slippers (Rattan) Home Furniture Shoe-shelf Furnitures,124.03,62.75,0.00,0.00,free shipping,0.494071507,62.75,OK
"Convertible Sofa Bed, 3-in-1 Multi-Functional Velvet Sleeper Couch Pull-Out Bed Hidden Side Table for Living Room, Small Space",526.75,266.50,2.00,0.00,free shipping,0.494071507,266.5,OK
Makeup Vanity Table Set Glass Top Makeup Vanity Table With 10x Magnifying Mirror 3 Light Settings (Modern White) Furnitures Desk,342.66,173.36,0.00,0.00,free shipping,0.494071507,173.36,OK
Patio 3-Piece Furniture Seating Motion Chairs Set Outdoor Bistro Glider Rocking Chair with Comfortable Cushions and Coffee Table,527.13,266.69,0.00,0.00,free shipping,0.494071507,266.69,OK
"4 Pieces Outdoor Patio Furniture Modern Conversation Black Bistro Set with Loveseat Tea Table for Home, Lawn and Balcony",181.98,84.99,2.00,0.00,free shipping,0.532970656,84.99,OK
"Baysitone Clear Dining Chairs Set of 4, Modern Kitchen Chairs with Transparent Seat, Dark Brown Acrylic Accent",315.18,159.46,0.00,0.00,free shipping,0.494071507,159.46,OK
"4 Pieces Patio Conversation Set, Outside Rattan Sectional Sofa, Cushioned Furniture Set, Wicker Sofa Ideal for Garden, Backyard",486.32,237.16,1.00,0.00,free shipping,0.512337556,237.16,OK
"4-Piece Outdoor Patio Furniture Set, Wicker Rattan Sectional Sofa Couch with Glass Coffee Table | Black",495.96,250.92,0.00,0.00,free shipping,0.494071507,250.92,OK
4/5/6/7/8 Pieces Patio Furniture Set Rattan Outside Furniture Wicker Sofa Garden Conversation Sets,313.60,158.66,1.00,0.00,free shipping,0.494071507,158.66,OK
"Living Room Convertible Sectional Sofa, L Shaped Couch for Small Apartment, Reversible Sectional Couch, Velvet Black",1086.91,549.90,2.00,0.00,free shipping,0.494071507,549.9,OK
Austin 8 Drawer Double Dresser dressers for bedroom makeup vanity silla de maquillaje bedroom furniture,286.03,144.71,4.00,0.00,free shipping,0.494071507,144.71,OK
Modern Lift Top Coffee Table Wooden Furniture with Storage Shelf and Hidden Compartment for Living Room Office,130.69,66.12,18.00,0.00,free shipping,0.494071507,66.12,OK
"Sofa Sectional Deep 3-Seat Couch with Ottoman,Chenille Sofa Sleeper Comfy Upholstered Furniture for Living Room,Beige Couch",1111.68,549.84,4.00,0.00,free shipping,0.505397237,549.84,OK
Mid-Century Modern 2-Door Reeded TV Stand for TVs Up to 65” Mocha Furniture Cabinet Stands Table Supports Living Room Home,335.30,169.64,3.00,0.00,free shipping,0.494071507,169.64,OK
Tv Table Simple TV Cabinet Free Shipping Stand Living Room Furniture Home,117.51,59.45,0.00,0.00,free shipping,0.494071507,59.45,OK
Vanity Desk With Stool Makeup Vanity Table Set 3 Color Lighting Modes Brightness Adjustable Dressers for Bedroom Furniture Girls,369.77,208.46,7.00,0.00,free shipping,0.436244152,208.46,OK
4 Pieces Patio Furniture Set Outdoor Patio Conversation Sets Poolside Lawn Chairs with Glass Coffee Table Porch Furniture (Blue),306.23,154.93,0.00,0.00,free shipping,0.494071507,154.93,OK
"Tribesigns Computer Desk, Modern Simple 47 inch Home Office Desk Study Table Writing Desk with 2 Storage Drawers",239.48,121.16,0.00,0.00,free shipping,0.494071507,121.16,OK
Small Japanese Luxury Coffee Tables Unusual Entryways Modern Corner Coffee Table Cute Round Mesa De Centro Living Room Furniture,314.56,151.28,15.00,0.00,free shipping,0.519074262,151.28,OK
1pc Swing chair sunshade waterproof sunscreen garden swing canopy for picnics meeting activities outdoor furniture accessories,13.35,10.85,5.00,0.00,free shipping,0.187265918,10.85,OK
Patio Porch Furniture Sets 3 Pieces PE Rattan Wicker Chairs with Table Outdoor Garden Furniture Sets (Brown/Beige),240.17,121.51,1.00,0.00,free shipping,0.494071507,121.51,OK
"Velvet Sectional Convertible Sofa with Chaise, 106.5"" L Shape Sectional Sofa Couch with USB,L Shape Sofa",816.66,413.17,0.00,0.00,free shipping,0.494071507,413.17,OK
Dressing Table for Bedroom Furniture Home 4 Cabinets & Time Display Makeup Vanity Table Set Vanity Desk With Mirror and Lights,377.01,212.67,6.00,0.00,free shipping,0.435903557,212.67,OK
"Patio Furniture Outdoor Set, Terrace Sofa Set, All-weather PE Rattan with Padded Cushions, Garden Furniture Sets",681.72,334.86,13.00,0.00,free shipping,0.508801267,334.86,OK
Light Luxury Makeup Stools Round Stool Chairs Dressing Stool Vanity Chair Storages Bench Bedrooms Sofas Side Stools Furniture,47.73,26.76,5.00,0.00,free shipping,0.439346323,26.76,OK
6 Drawer Dresser Dresses White Dressers Dressing Table Bedroom Furniture Home,390.35,197.49,0.00,0.00,free shipping,0.494071507,197.49,OK
New Dining Table Set Glass for Small Spaces Kitchen Table and Chairs for 4 Table with Chairs Home Furniture Rectangular Modern,288.68,146.05,15.00,0.00,free shipping,0.494071507,146.05,OK
"3/4 Pieces Patio Furniture Set, Outdoor Rattan Woven Conversation Sectional L-Shaped Sofa for Backyard, Boho Detachable Lounger",742.58,375.69,4.00,0.00,free shipping,0.494071507,375.69,OK
Multi-functional Inflatable Sofa Bed Lazy Chair for Adults with Five-in-One Design Home Furniture Living Room Sofas Folding Sets,25.28,12.79,14.00,0.00,free shipping,0.494071507,12.79,OK
Side Bed Table With LED Light Bedside Tables for the Bedroom Furniture Generic Nightstand Set of 2 LED Nightstand With 2 Drawers,247.81,142.68,28.00,0.00,free shipping,0.42423631,142.68,OK
"4-Piece Patio Furniture Wicker Outdoor Bistro Set, All-Weather Chairs , Balcony and Deck with Soft Cushions and Metal Table",425.67,249.40,3.00,0.00,free shipping,0.414100125,249.4,OK
"GYUTEI Aluminium Patio Furniture Set, 7 Pieces of Outdoor Furniture, PE Rattan with Storage Table with 2 Footstools (Beige)",1087.41,550.15,2.00,0.00,free shipping,0.494071507,550.15,OK
"Garden Furniture Sets, Outdoor PE Rattan Lounge Daybed with Retractable Canopy & 2 Folding Side Trays, Patio Furniture Set",583.46,295.19,3.00,0.00,free shipping,0.494071507,295.19,OK
"24'' Wide Folding C Shaped End Table, Small Sofa Side Laptop Desk, Couch TV Tray Table",103.33,52.28,0.00,0.00,free shipping,0.494071507,52.28,OK
